,,,RA +RA -RA,CLR or OVC,Diverse,0 or 5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPGA 270053Z AUTO 10004KT 10SM CLR 19/M04 A2999 RMK AO2 SLP120 T01941039 TSNO,30.92,-102.92,,CLR,140,20,25,KFST,,30.138779,11.7,10,20.6,VFR,Texas,27,18,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,1307
KPEO 270053Z AUTO 00000KT 10SM CLR M02/M14 A3041 RMK AO2 SLP310 T10171139,17.7,-64.8,,CLR,110,5,0,TISX,,29.97933,20.6,10,25,VFR,United States Virgin Islands,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,256
KPDX 270053Z 29007KT 10SM FEW045 BKN250 14/02 A2996 RMK AO2 SLP145 T01440022,18.33,-64.98,,CLR,130,10,0,TIST,,29.970472,21.7,10,26.1,VFR,United States Virgin Islands,,9,,TRUE,,,,,,,,,BKN,25000,,,,,,,,,,,,,,,,,METAR,7
KPDT 270053Z 31004KT 10SM CLR 12/01 A2997 RMK AO2 SLP147 T01220011,40.45,-109.52,,CLR,0,0,0,KVEL,,30.041338,-3.9,10,12.2,VFR,Utah,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,462
KPDK 270053Z 35011KT 9SM FEW022 OVC031 12/09 A3016 RMK AO2 SLP215 T01170094,40.48,-111.43,,CLR,190,5,0,KHCR,,29.97933,-6,10,14,VFR,Utah,,4,,TRUE,,,,,,,,,OVC,3100,,,,,,,,,,,,,,,,,METAR,302
KPBI 270053Z 12005KT 10SM SCT045 SCT100 SCT250 23/16 A2997 RMK AO2 SLP149 T02280161 $,37.7,-112.15,,CLR,250,5,0,KBCE,,30.138779,-3.9,10,5.6,VFR,Utah,,3,,TRUE,TRUE,,,,,,,,SCT,10000,SCT,25000,,,,,,,,,,,,,,,METAR,6
KPBG 270053Z AUTO 00000KT 10SM CLR M01/M17 A3038 RMK AO2 SLP292 T10061167,38.77,-109.75,,CLR,330,5,0,KCNY,,29.991142,0.6,10,15.6,VFR,Utah,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,72
KPBF 270053Z AUTO 07005KT 10SM CLR 12/06 A3030 RMK AO2 SLP260 T01170056,40.62,-111.98,,CLR,330,5,0,KU42,,29.958662,2.5,10,13.8,VFR,Utah,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,62
KPAH 270053Z 01007KT 10SM CLR 07/M05 A3035 RMK AO2 SLP278 T00671050,38.42,-110.7,,CLR,360,5,0,KHVE,,30.008858,0,10,16,VFR,Utah,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,119
KPAE 270053Z 29006KT 10SM CLR 12/01 A3003 RMK AO2 SLP172 T01220011,40.62,-112.35,,CLR,360,5,0,KTVY,,29.949802,3,10,14,VFR,Utah,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,180
KOXB 270053Z AUTO 05005KT 10SM CLR 04/M04 A3034 RMK AO2 SLP275 T00391039,40.77,-111.97,,FEW,10,10,0,KSLC,8500,29.940945,3.3,10,15,VFR,Utah,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
KLAX 270053Z 27012KT 10SM FEW150 FEW200 SCT250 16/11 A2996 RMK AO2 SLP144 T01610106,37.7,-113.1,,CLR,210,15,0,KCDC,,30.008858,-7.2,10,13.3,VFR,Utah,,13,,TRUE,,,,,,,,,FEW,20000,SCT,25000,,,,,,,,,,,,,,,METAR,46
KLAW 270053Z AUTO 15005KT 10SM CLR 17/06 A3024 RMK AO2 SLP239 T01720061,38.42,-113.02,,CLR,210,15,0,KMLF,,29.97933,-5.6,10,15.6,VFR,Utah,,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,337
KLAR 270053Z AUTO 20011KT 10SM CLR 09/M05 A3006 RMK AO2 SLP147 T00941050,44.57,-72.02,,CLR,0,0,0,KCDA,,30.33071,-16.1,10,-5.4,VFR,Vermont,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2216
KLAN 270053Z 00000KT 10SM CLR 02/M08 A3040 RMK AO2 SLP305 T00221083,44.93,-73.1,,CLR,0,0,0,KFSO,,30.389763,-14.7,10,-3.5,VFR,Vermont,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,264
KLAA 270053Z AUTO 13014KT 10SM CLR 19/06 A2997 RMK AO2 SLP126 T01940061,42.9,-73.25,,CLR,0,0,0,KDDH,,30.31004,-15.6,10,-0.6,VFR,Vermont,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1119
KJLN 270053Z 06003KT 10SM CLR 14/03 A3029 RMK AO2 SLP259 T01390033,44.47,-73.15,,CLR,0,0,0,KBTV,,30.380905,-15.6,10,-1.1,VFR,Vermont,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,299
KJKL 270053Z AUTO 03005KT 10SM CLR 06/M10 A3029 RMK AO2 SLP265 T00611100,43.35,-72.52,,CLR,0,0,0,KVSF,,30.33071,-12.2,10,-1.7,VFR,Vermont,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,416
KJER 270053Z AUTO 32005KT 10SM CLR 15/M02 A2993 RMK AO2 SLP129 T01501017,44.53,-72.62,,CLR,0,0,0,KMVL,,30.360237,-13.3,10,-6.1,VFR,Vermont,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1222
KJEF 270053Z 07004KT 10SM CLR 12/M06 A3032 RMK AO2 SLP261 T01221061,44.42,-72.02,,,,0,0,K1V4,,30.339567,-15.6,,-3.3,,Vermont,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,168
KJBR 270053Z AUTO 05006KT 10SM CLR 09/02 A3032 RMK AO2 SLP268 T00890022,44.88,-72.23,,CLR,260,5,0,KEFK,,30.339567,-15.9,10,-6,VFR,Vermont,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,79
KIXD 270053Z 13006KT 10SM CLR 13/04 A3026 RMK AO2 SLP250 T01330044,43.98,-73.1,,CLR,340,5,0,K6B0,,30.351377,-15.3,10,-2.4,VFR,Vermont,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,342
KNUI 270053Z AUTO 04006KT 10SM CLR 06/M07 A3034 RMK AO2 SLP272 T00611067 $,36.95,-78.18,,CLR,0,0,0,KW31,,30.28937,-11.1,10,5.9,VFR,Virginia,,0,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
KUNO 270053Z AUTO 04003KT 10SM CLR 12/M01 A3032 RMK AO2 SLP267 T01171006,38.92,-78.25,,CLR,0,0,0,KFRR,,30.33071,-9,10,4,VFR,Virginia,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,372
KFOZ 270053Z AUTO 19005KT 10SM SCT033 OVC046 03/M03 A3013 RMK AO2,37.17,-77.52,,CLR,0,0,0,KPTB,,30.318897,-5.9,10,2.1,VFR,Virginia,,0,TRUE,TRUE,,,,,,,,,OVC,4600,,,,,,,,,,,,,,,,,METAR,411
KMWT 270053Z AUTO 00000KT 10SM CLR 14/06 A3027 RMK AO2 SLP253 T01390061 $,37.7,-77.43,,CLR,0,5,0,KOFP,,30.351377,-8.9,10,5.6,VFR,Virginia,,3,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,214
KSDB 270053Z AUTO 17015G21KT 10SM CLR 13/M06 A3002 RMK AO2 PK WND 18026/0032 SLP136 T01281056 $,38.65,-78.7,,CLR,30,5,0,K8W2,,30.31004,-10.6,10,4,VFR,Virginia,,5,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1377
KPRB 270053Z AUTO 21009KT 10SM CLR 20/10 A2993 RMK AO2 SLP133 T02000100 $,36.98,-77,,CLR,40,5,0,KAKQ,,30.318897,-8.3,10,5,VFR,Virginia,,3,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,245
KPQL 270053Z AUTO 36008KT 6SM HZ BKN049 14/07 A3019 RMK AO2 SLP225 T01390072,37.13,-76.5,,CLR,40,5,0,KPHF,,30.33071,-5,10,4.4,VFR,Virginia,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,6
KPOU 270053Z 00000KT 10SM CLR 02/M16 A3034 RMK AO2 SLP272 T00221156,37.5,-77.12,,CLR,60,5,0,KW96,,30.33071,-8.5,10,5.3,VFR,Virginia,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,46
KPOF 270053Z AUTO 07007KT 10SM CLR 10/M02 A3033 RMK AO2 SLP274 T01001017,37.15,-79.02,,CLR,60,5,0,K0V4,,30.28937,-7.2,10,5.6,VFR,Virginia,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,99
KPNS 270053Z 31005KT 10SM FEW045 12/07 A3016 RMK AO2 SLP215 T01220072,37.63,-75.77,,CLR,60,5,0,KMFV,,30.33071,-1.6,10,3.6,VFR,Virginia,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,38
KPNC 270053Z AUTO 17006KT 10SM CLR 17/04 A3024 RMK AO2 SLP239 T01670044,38.13,-78.45,,CLR,70,5,0,KCHO,,30.318897,-12.2,10,6.7,VFR,Virginia,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,308
KPSC 270053Z 31003KT 10SM CLR 16/M04 A2999 RMK AO2 SLP156 T01561044,37.32,-79.2,,CLR,70,5,0,KLYH,,30.280512,-10.6,10,7.2,VFR,Virginia,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,121
KPRC 270053Z 22008KT 10SM CLR 19/M07 A3007 RMK AO2 SLP138 T01891072,36.57,-79.33,,CLR,80,5,0,KDAN,,30.280512,-8.3,10,7.2,VFR,Virginia,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1524
KFPR 270053Z 05003KT 10SM FEW024 FEW065 22/17 A2999 RMK AO2 SLP154 T02170172,37.95,-79.82,,CLR,100,5,0,KHSP,,30.230314,-6.4,10,2.6,VFR,Virginia,,4,,TRUE,,,,,,,,,FEW,6500,,,,,,,,,,,,,,,,,METAR,13
KFRG 270053Z 02011KT 10SM CLR 04/M14 A3032 RMK AO2 SLP269 T00441144,37.32,-79.97,,CLR,110,5,0,KROA,,30.28937,-9.4,10,8.9,VFR,Virginia,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,21
KFSM 270053Z 27005KT 10SM CLR 16/06 A3027 RMK AO2 SLP252 T01560056,37.97,-77.75,,CLR,310,5,0,K7W4,,30.33071,-10.5,10,3.2,VFR,Virginia,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,140
KFST 270053Z AUTO 14018G27KT 10SM CLR 21/12 A3014 RMK AO2 PK WND 14030/0030 SLP173 T02060117,37.6,-76.45,,CLR,20,10,0,KW75,,30.33071,-5.6,10,5.5,VFR,Virginia,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,918
KGGW 270053Z AUTO 02007KT 10SM CLR 11/06 A2976 RMK AO2 SLP091 T01110056,36.67,-76.32,,CLR,50,10,0,KCPK,,30.318897,-1.1,7,4.9,VFR,Virginia,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,694
KFUL 270053Z COR 21005KT 10SM CLR 21/05 A2993 RMK AO2 SLP135 T02060050,37.93,-75.47,,CLR,50,10,0,KWAL,,30.351377,-3.3,10,4.4,VFR,Virginia,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,35
KFTY 270053Z 31004KT 10SM OVC040 12/11 A3016 RMK AO2 RAE48 SLP210 P0013 T01220106,37.52,-77.32,,CLR,60,10,0,KRIC,,30.33071,-7.8,10,5.6,VFR,Virginia,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,METAR,263
KFTW 270053Z 10007KT 10SM CLR 18/05 A3025 RMK AO2 SLP240 T01780050,47.4,-120.2,,CLR,0,0,0,KEAT,,29.970472,-4.4,10,13.3,VFR,Washington,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,214
KFWN 270053Z AUTO 00000KT 10SM CLR 01/M14 A3034 RMK AO2 SLP280 T00111144,48.52,-123.03,,CLR,0,0,0,KFHR,,30.059055,2.2,10,13.3,VFR,Washington,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,133
KFXE 270053Z 09003KT 10SM VCTS FEW075 FEW100 22/19 A2996 RMK AO2 LTG DSNT E-SW RAE38 TSE09 SLP149 P0001 T02170189,48.12,-123.5,,CLR,0,5,0,KCLM,,30.050198,1.7,10,11.1,VFR,Washington,,4,,TRUE,,,,,,,,,FEW,10000,,,,,,,,,,,0.01,,,,,,METAR,6
KFYV 270053Z 00000KT 10SM CLR 10/04 A3029 RMK AO2 SLP260 T01000039,47.55,-122.32,,CLR,0,5,0,KBFI,,30.02067,-1.1,10,14.4,VFR,Washington,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,379
KGCC 270053Z AUTO 00000KT 10SM CLR 09/02 A2986 RMK AO2 SLP112 T00940017,46.68,-122.98,,CLR,20,5,0,KCLS,,29.991142,2,10,15,VFR,Washington,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1320
KGEG 270053Z 26006KT 10SM FEW060 BKN200 11/M04 A2999 RMK AO2 SLP161 T01061039,45.62,-121.17,,CLR,100,5,0,KDLS,,29.958662,-0.6,10,15,VFR,Washington,,5,,TRUE,,,,,,,,,BKN,20000,,,,,,,,,,,,,,,,,METAR,735
KGEY 270053Z AUTO 15007KT 10SM CLR 18/M06 A2981 RMK AO2 SLP094 T01781061,46.33,-119.97,,CLR,140,5,0,K1S5,,29.991142,-0.3,10,14,VFR,Washington,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1191
KGEZ 270053Z AUTO 05006KT 10SM CLR 04/M04 A3036 RMK AO2 SLP290 T00391044,48.7,-122.92,,CLR,180,5,0,KORS,,30.041338,3,9,13,VFR,Washington,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,245
KGFK 270053Z 18014KT 10SM OVC009 01/M01 A3000 RMK AO2 SLP171 T00111011,46.57,-120.53,,CLR,190,5,0,KYKM,,29.97933,-2.8,10,13.9,VFR,Washington,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,258
KGGG 270053Z 06005KT 10SM CLR 17/07 A3026 RMK AO2 SLP247 T01670067,48.8,-122.53,,CLR,230,5,0,KBLI,,30.041338,0,10,13.3,VFR,Washington,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,107
KCDC 270053Z AUTO 21013KT 10SM CLR 13/M07 A3001 RMK AO2 SLP139 T01331072,47.03,-120.53,,CLR,290,5,0,KELN,,29.970472,-2.8,10,13.9,VFR,Washington,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1714
PHKO 270053Z 21011KT 10SM FEW065 27/17 A2994 RMK AO2 SLP139 T02720172,47.92,-122.28,,CLR,290,5,0,KPAE,,30.029528,1.1,10,12.2,VFR,Washington,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,27
PHTO 270053Z 04008KT 10SM CLR 26/16 A2999 RMK AO2 SLP153 T02560161,46.27,-119.12,,CLR,310,5,0,KPSC,,29.991142,-4.4,10,15.6,VFR,Washington,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,12
KUTS 270053Z AUTO 00000KT 10SM CLR 19/10 A3024 RMK AO2 SLP236 T01890100,45.62,-122.65,,CLR,310,5,0,KVUO,,29.949802,1.1,10,14.4,VFR,Washington,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,104
PHLI 270053Z 12009KT 10SM FEW023 BKN050 OVC060 24/19 A3000 RMK AO2 SLP156 T02440189,46.97,-122.9,,CLR,340,5,0,KOLM,,30,1.7,10,14.4,VFR,Washington,,7,,TRUE,,,,,,,,,BKN,5000,OVC,6000,,,,,,,,,,,,,,,METAR,45
KSAF 270053Z 24004KT 10SM CLR 17/M06 A3015 RMK AO2 SLP160 T01721061,46.1,-118.28,,CLR,360,5,0,KALW,,29.97933,-1.7,10,13.9,VFR,Washington,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1930
KSBA 270053Z 27009KT 10SM CLR 16/13 A2997 RMK AO2 SLP148 T01560128,47.23,-123.13,,CLR,360,5,0,KSHN,,29.991142,1.1,10,14.4,VFR,Washington,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
KSAC 270053Z 16004KT 10SM FEW041 SCT090 BKN110 18/09 A2994 RMK AO2 SLP138 T01830094,47.68,-117.32,,FEW,0,5,0,KSFF,6500,29.991142,-2.8,10,12.2,VFR,Washington,,6,,TRUE,,,,,,,,,SCT,9000,BKN,11000,,,,,,,,,,,,,,,METAR,11
KSEG 270053Z AUTO 02005KT 10SM CLR 01/M08 A3036 RMK AO2 SLP286 T00061078,47.62,-117.53,,FEW,260,5,0,KGEG,6000,29.991142,-3.9,10,10.6,VFR,Washington,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,134
KSFB 270053Z 03006KT 10SM CLR 18/15 A3003 RMK AO2 SLP167 T01780150,47.45,-122.32,,FEW,290,5,0,KSEA,3000,30.02067,0,10,13.9,VFR,Washington,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,17
KSDM 270053Z 30004KT 10SM CLR 16/11 A2996 RMK AO2 SLP143 T01610111,48.05,-122.82,,SCT,290,5,0,K0S9,3900,30.029528,5,10,12,VFR,Washington,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,159
KSDL 270053Z 25004KT 10SM CLR 28/M03 A2990 RMK AO2 SLP107 T02831033,47.97,-117.43,,CLR,190,10,0,KDEW,,29.97933,-3.3,10,10.6,VFR,Washington,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,447
KSHR 270053Z AUTO 13006KT 10SM CLR 16/M08 A2983 RMK AO2 SLP105 T01611083,47.3,-119.52,,CLR,220,10,0,KEPH,,29.970472,-3.9,10,14.4,VFR,Washington,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1202
KSHN 270053Z AUTO 36006KT 10SM CLR 14/01 A2999 RMK AO2 SLP158 T01440011,39.4,-77.98,,CLR,0,0,0,KMRB,,30.33071,-9.4,10,2.2,VFR,West Virginia,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,82
KSEA 270053Z 29005KT 10SM FEW030 SCT250 14/00 A3002 RMK AO2 SLP172 T01390000,38.38,-81.58,,CLR,0,5,0,KCRW,,30.301182,-12.2,10,7.8,VFR,West Virginia,,3,,TRUE,,,,,,,,,SCT,25000,,,,,,,,,,,,,,,,,METAR,136
KSGR 270053Z 35006KT 10SM CLR 21/09 A3020 RMK AO2 SLP229 T02110094,39.65,-79.92,,CLR,10,5,0,KMGW,,30.339567,-12.2,10,3.9,VFR,West Virginia,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2
KSJC 270053Z 20003KT 10SM FEW032 SCT050 BKN075 19/07 A2992 RMK AO2 SLP129 T01890072,39.35,-81.42,,CLR,30,5,0,KPKB,,30.369095,-12.2,10,6.1,VFR,West Virginia,,4,,TRUE,,,,,,,,,SCT,5000,BKN,7500,,,,,,,,,,,,,,,METAR,24
KSIY 270053Z AUTO 18016G23KT 10SM CLR 12/01 A2990 RMK AO2 SLP139 T01170006,39.3,-80.22,,CLR,40,5,0,KCKB,,30.33071,-10.6,10,4.4,VFR,West Virginia,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,807
KSMQ 270053Z AUTO 35004KT 10SM CLR 05/M18 A3033 RMK AO2 SLP271 T00501183,37.85,-81.92,,CLR,330,5,0,K6L4,,30.280512,-11,10,6,VFR,West Virginia,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,30
KSLN 270053Z 17011KT 10SM CLR 14/07 A3019 RMK AO2 SLP224 T01440067,44.55,-89.53,,CLR,0,0,0,KSTE,,30.28937,-9.5,10,2.8,VFR,Wisconsin,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,385
KSNA 270053Z 22006KT 10SM FEW180 FEW250 19/07 A2995 RMK AO2 SLP142 T01890072,44.33,-89.02,,CLR,0,0,0,KPCZ,,30.28937,-8.8,10,5,VFR,Wisconsin,,0,,TRUE,,,,,,,,,FEW,25000,,,,,,,,,,,,,,,,,METAR,16
KSMF 270053Z 21007KT 10SM FEW045 SCT090 BKN110 BKN250 17/10 A2994 RMK AO2 SLP137 T01720100,45.7,-90.4,,CLR,0,0,0,KPBH,,30.230314,-5.7,10,2.1,VFR,Wisconsin,,0,,TRUE,,,,,,,,,SCT,9000,BKN,11000,BKN,25000,,,,,,,,,,,,,METAR,6
KSNS 270053Z 30008KT 10SM BKN110 18/10 A2992 RMK AO2 SLP141 T01780100,45.5,-91,,CLR,0,0,0,KRCX,,30.259842,-4.7,10,4.4,VFR,Wisconsin,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,30
KSNY 270053Z AUTO 16007KT 10SM CLR 12/02 A3000 RMK AO2 SLP159 T01170017,42.62,-89.6,,CLR,,0,0,KEFT,,30.33071,-9.5,10,4.8,VFR,Wisconsin,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1307
KSPB 270053Z AUTO 26003KT 10SM CLR 16/M02 A2996 RMK AO2 SLP144 T01561017,44.9,-91.87,,BKN,140,5,0,KLUM,4200,30.239174,-3,10,2.7,VFR,Wisconsin,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,14
KSPG 270053Z AUTO 33007KT 10SM CLR 21/15 A3001 RMK AO2 SLP162 T02110150,46.78,-90.77,,BKN,200,5,0,K4R5,7500,30.200787,-5.1,10,4.7,VFR,Wisconsin,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2
KSRQ 270053Z 33007KT 10SM CLR 21/16 A3001 RMK AO2 SLP162 T02060161,42.8,-88.37,,CLR,140,5,0,K57C,,30.351377,-6,10,2.8,VFR,Wisconsin,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,18
KSSF 270053Z 10005KT 10SM CLR 23/07 A3019 RMK AO2 SLP216 T02280067,44.78,-88.57,,CLR,150,5,0,KEZS,,30.28937,-11.1,10,4.3,VFR,Wisconsin,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,176
KSTC 270053Z AUTO 15006KT 10SM BKN028 OVC035 06/02 A3015 RMK AO2 SLP232 T00560022,43.02,-91.12,,CLR,150,5,0,KPDC,,30.31004,-8.6,10,7.5,VFR,Wisconsin,,4,TRUE,TRUE,,,,,,,,,OVC,3500,,,,,,,,,,,,,,,,,METAR,314
KSPW 270053Z AUTO 16010KT 10SM CLR 09/05 A3015 RMK AO2 SLP222 T00890050,42.68,-88.3,,CLR,150,5,0,KBUU,,30.369095,-8.1,10,1.7,VFR,Wisconsin,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,403
KSSI 270053Z AUTO 05018G28KT 10SM OVC014 16/12 A3009 RMK AO2 PK WND 04028/0051 SLP191 T01560117,45.42,-91.77,,CLR,150,5,0,KRPD,,30.230314,-1.9,10,4.1,VFR,Wisconsin,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,6
KSTJ 270053Z AUTO 14008KT 10SM CLR 13/06 A3025 RMK AO2 SLP244 T01280056,43.17,-88.72,,CLR,160,5,0,KRYV,,30.33071,-8.5,10,2.7,VFR,Wisconsin,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,247
KSTP 270053Z 18006KT 10SM OVC036 08/01 A3022 RMK AO2 SLP237 T00830011,44.87,-87.92,,CLR,170,5,0,KOCQ,,30.31004,-2.3,10,1.5,VFR,Wisconsin,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,219
KSFF 270053Z VRB06KT 10SM FEW065 12/M03 A2999 RMK AO2 SLP158 T01221028,42.6,-87.93,,CLR,170,5,0,KENW,,30.380905,-9.4,10,1.1,VFR,Wisconsin,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,609
KSTS 270053Z 23005KT 10SM SCT050 BKN100 16/06 A2992 RMK AO2 SLP126 T01610061,43.42,-88.7,,CLR,170,5,0,KUNU,,30.33071,-8.7,10,3.5,VFR,Wisconsin,,7,,TRUE,,,,,,,,,BKN,10000,,,,,,,,,,,,,,,,,METAR,39
KUUU 270053Z AUTO 00000KT 10SM CLR M01/M06 A3031 RMK AO2 SLP263 T10061056,43.15,-90.68,,CLR,180,5,0,KOVS,,30.318897,-7.8,9,6.7,VFR,Wisconsin,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,51
KVCB 270053Z AUTO 23004KT 10SM FEW045 SCT075 OVC090 18/09 A2995 RMK AO2 SLP141 T01780089,44.62,-88.73,,CLR,180,5,0,KCLI,,30.28937,-8.1,10,3.6,VFR,Wisconsin,,4,TRUE,TRUE,,,,,,,,,SCT,7500,OVC,9000,,,,,,,,,,,,,,,METAR,33
KVEL 270053Z AUTO 00000KT 10SM CLR 12/M04 A3004 RMK AO2 SLP163 T01221039,45.1,-90.3,,CLR,180,5,0,KMDZ,,30.239174,-3.8,10,2.3,VFR,Wisconsin,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1604
KVGT 270053Z 22009KT 10SM CLR 26/M11 A2988 RMK AO2 SLP120 T02611106,43.77,-88.48,,CLR,180,5,0,KFLD,,30.31004,-5.6,10,2.8,VFR,Wisconsin,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,671
KVIH 270053Z AUTO 09004KT 10SM CLR 09/M02 A3033 RMK AO2 SLP273 T00891017,44.25,-90.85,,CLR,190,5,0,KBCK,,30.268702,-7.1,10,2.9,VFR,Wisconsin,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,333
KVLD 270053Z 05008KT 10SM SCT065 SCT090 OVC110 19/11 A3004 RMK AO2 SLP179 T01940111,43.53,-89.98,,CLR,190,5,0,KC35,,30.31004,-7.3,10,4.4,VFR,Wisconsin,,5,,TRUE,,,,,,,,,SCT,9000,OVC,11000,,,,,,,,,,,,,,,METAR,62
KVRB 270053Z 06005KT 10SM FEW110 21/17 A3000 RMK AO2 SLP156 T02110167,43.13,-89.35,,CLR,190,5,0,KMSN,,30.318897,-10,10,5.6,VFR,Wisconsin,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,10
